Fiscal Date,Location Number and Desc,Net Sales Retail Amt,Net Sales Retail Amt LY,Net Sales Retail Amt Var LY %,Net Sales Qty,Net Sales Qty LY,Net Sales Qty Var LY %,Clr Net Sales Retail Amt,Clr Net Sales Retail Amt LY,Clr Net Sales Retail Amt Var LY %,Clearance Sales %,Clr Net Sales Qty,Clr Net Sales Qty LY,Clr Net Sales Qty Var LY %,Selling Margin Amt,Selling Margin Amt LY,Selling Margin % LY,Selling Margin %,Net Sales AUR,Net Sales AUR LY,Net Sales AUR Var LY %
04-23-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23426.0,23719.0,-1.2,931,946,-1.6,3263.0,3470.0,-6.0,13.9%,66,65,1.5,10503.0,11131.0,46.9,44.8,25.16,25.07,0.4
04-23-2025,"766 BRANDON TOWN CTR - BRANDON, FL",18231.0,17503.0,4.2,666,732,-9.0,2874.0,2868.0,0.2,15.8%,116,106,9.4,8382.0,8229.0,47.0,46.0,27.37,23.91,14.5
04-23-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10244.0,10270.0,-0.3,457,456,0.2,2244.0,2117.0,6.0,21.9%,69,68,1.5,4291.0,4525.0,44.1,41.9,22.42,22.52,-0.5
04-24-2025,"232 TACOMA MALL - TACOMA, WA",13482.0,14307.0,-5.8,574,634,-9.5,2588.0,2773.0,-6.7,19.2%,92,98,-6.1,6636.0,6848.0,47.9,49.2,23.49,22.57,4.1
04-24-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10378.0,10285.0,0.9,422,386,9.3,1873.0,1859.0,0.8,18.0%,62,61,1.6,5039.0,4501.0,43.8,48.6,24.59,26.64,-7.7
04-24-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21083.0,21503.0,-2.0,864,751,15.0,3693.0,3516.0,5.1,17.5%,193,184,4.9,9238.0,9751.0,45.3,43.8,24.4,28.63,-14.8
04-24-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30337.0,28864.0,5.1,1025,920,11.4,4318.0,3577.0,20.7,14.2%,123,116,6.0,15056.0,14221.0,49.3,49.6,29.6,31.37,-5.7
04-24-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14395.0,13257.0,8.6,634,665,-4.7,2836.0,3068.0,-7.6,19.7%,89,94,-5.3,6497.0,5733.0,43.2,45.1,22.7,19.94,13.9
04-25-2025,"232 TACOMA MALL - TACOMA, WA",13009.0,14077.0,-7.6,545,472,15.5,2038.0,2298.0,-11.3,15.7%,121,142,-14.8,6209.0,6817.0,48.4,47.7,23.87,29.82,-20.0
04-25-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10634.0,10010.0,6.2,445,466,-4.5,1922.0,2109.0,-8.9,18.1%,86,79,8.9,4953.0,4647.0,46.4,46.6,23.9,21.48,11.2
04-25-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20440.0,21649.0,-5.6,795,906,-12.3,3066.0,2973.0,3.1,15.0%,125,122,2.5,9810.0,9671.0,44.7,48.0,25.71,23.9,7.6
04-25-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27161.0,25080.0,8.3,1011,1056,-4.3,4088.0,4170.0,-2.0,15.0%,142,125,13.6,12328.0,12025.0,47.9,45.4,26.87,23.75,13.1
04-25-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11951.0,10961.0,9.0,438,445,-1.6,2732.0,3276.0,-16.6,22.9%,88,87,1.1,5564.0,4334.0,39.5,46.6,27.29,24.63,10.8
04-26-2025,"232 TACOMA MALL - TACOMA, WA",13560.0,13729.0,-1.2,528,564,-6.4,2594.0,2941.0,-11.8,19.1%,78,88,-11.4,6335.0,6696.0,48.8,46.7,25.68,24.34,5.5
04-26-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7538.0,7430.0,1.5,354,316,12.0,1628.0,1461.0,11.4,21.6%,54,53,1.9,3572.0,3644.0,49.0,47.4,21.29,23.51,-9.4
04-26-2025,"2795 STONEBRIAR MALL - FRISCO, TX",31450.0,32603.0,-3.5,1232,1348,-8.6,5731.0,5923.0,-3.3,18.2%,176,132,33.3,13850.0,14545.0,44.6,44.0,25.53,24.19,5.5
04-26-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33832.0,32841.0,3.0,1196,1171,2.1,3298.0,3177.0,3.8,9.7%,223,204,9.3,16228.0,17168.0,52.3,48.0,28.29,28.04,0.9
04-26-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14478.0,14008.0,3.4,610,628,-2.9,3435.0,2872.0,19.6,23.7%,113,85,32.9,6686.0,6245.0,44.6,46.2,23.73,22.31,6.4
04-27-2025,"232 TACOMA MALL - TACOMA, WA",10122.0,10408.0,-2.7,486,507,-4.1,1986.0,2162.0,-8.2,19.6%,132,150,-12.0,5144.0,4916.0,47.2,50.8,20.83,20.53,1.5
04-27-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11018.0,11436.0,-3.6,468,493,-5.1,2387.0,2501.0,-4.6,21.7%,94,113,-16.8,5244.0,5379.0,47.0,47.6,23.54,23.2,1.5
04-27-2025,"2795 STONEBRIAR MALL - FRISCO, TX",34006.0,36934.0,-7.9,1337,1462,-8.5,9458.0,11303.0,-16.3,27.8%,289,266,8.6,14908.0,17267.0,46.7,43.8,25.43,25.26,0.7
04-27-2025,"766 BRANDON TOWN CTR - BRANDON, FL",34857.0,34192.0,1.9,1188,1148,3.5,3875.0,3963.0,-2.2,11.1%,192,190,1.1,17549.0,16796.0,49.1,50.3,29.34,29.78,-1.5
04-27-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11170.0,11267.0,-0.9,520,533,-2.4,2106.0,2211.0,-4.8,18.9%,77,71,8.5,4977.0,5292.0,47.0,44.6,21.48,21.14,1.6
04-28-2025,"232 TACOMA MALL - TACOMA, WA",10843.0,11849.0,-8.5,471,431,9.3,2109.0,2344.0,-10.1,19.4%,52,61,-14.8,5039.0,5603.0,47.3,46.5,23.02,27.49,-16.3
04-28-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10511.0,9962.0,5.5,426,390,9.2,1955.0,2022.0,-3.3,18.6%,90,103,-12.6,4919.0,4742.0,47.6,46.8,24.67,25.54,-3.4
04-28-2025,"2795 STONEBRIAR MALL - FRISCO, TX",15995.0,16687.0,-4.1,694,778,-10.8,3068.0,2995.0,2.5,19.2%,178,170,4.7,7497.0,7390.0,44.3,46.9,23.05,21.45,7.5
04-28-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25589.0,26433.0,-3.2,1071,969,10.5,4195.0,3910.0,7.3,16.4%,147,145,1.4,11909.0,12780.0,48.3,46.5,23.89,27.28,-12.4
04-28-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8488.0,8767.0,-3.2,414,411,0.7,1647.0,1538.0,7.1,19.4%,98,118,-16.9,3753.0,3846.0,43.9,44.2,20.5,21.33,-3.9
04-29-2025,"232 TACOMA MALL - TACOMA, WA",11457.0,11935.0,-4.0,455,483,-5.8,1814.0,2193.0,-17.3,15.8%,58,60,-3.3,5549.0,5180.0,43.4,48.4,25.18,24.71,1.9
04-29-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9923.0,9608.0,3.3,428,433,-1.2,1997.0,1889.0,5.7,20.1%,86,76,13.2,4756.0,5196.0,54.1,47.9,23.18,22.19,4.5
04-29-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19434.0,20217.0,-3.9,784,895,-12.4,2626.0,2750.0,-4.5,13.5%,104,111,-6.3,8703.0,8713.0,43.1,44.8,24.79,22.59,9.7
04-29-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29742.0,27115.0,9.7,1137,1094,3.9,5528.0,5267.0,4.9,18.6%,247,248,-0.4,14364.0,12624.0,46.6,48.3,26.16,24.78,5.5
04-29-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",6857.0,7050.0,-2.7,284,269,5.6,1492.0,1155.0,29.1,21.8%,53,56,-5.4,2928.0,3201.0,45.4,42.7,24.14,26.21,-7.9
04-30-2025,"232 TACOMA MALL - TACOMA, WA",10502.0,10529.0,-0.3,477,526,-9.3,1918.0,1849.0,3.8,18.3%,55,52,5.8,4844.0,5491.0,52.2,46.1,22.02,20.02,10.0
04-30-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10149.0,10330.0,-1.8,430,431,-0.2,1917.0,1883.0,1.8,18.9%,67,66,1.5,4439.0,5129.0,49.6,43.7,23.6,23.97,-1.5
04-30-2025,"2795 STONEBRIAR MALL - FRISCO, TX",15406.0,14584.0,5.6,648,616,5.2,2248.0,2218.0,1.3,14.6%,136,128,6.2,7440.0,6392.0,43.8,48.3,23.77,23.68,0.4
04-30-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33105.0,30929.0,7.0,1154,1077,7.1,5106.0,5418.0,-5.8,15.4%,137,110,24.5,16189.0,15601.0,50.4,48.9,28.69,28.72,-0.1
04-30-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11303.0,11560.0,-2.2,464,471,-1.5,2122.0,2023.0,4.9,18.8%,66,58,13.8,4724.0,4822.0,41.7,41.8,24.36,24.54,-0.7
05-01-2025,"232 TACOMA MALL - TACOMA, WA",11261.0,12475.0,-9.7,490,491,-0.2,1795.0,1839.0,-2.4,15.9%,105,104,1.0,5432.0,5630.0,45.1,48.2,22.98,25.41,-9.5
05-01-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11681.0,10849.0,7.7,509,537,-5.2,2598.0,2679.0,-3.0,22.2%,92,96,-4.2,5542.0,5451.0,50.2,47.4,22.95,20.2,13.6
05-01-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28011.0,30883.0,-9.3,1087,1170,-7.1,3847.0,3312.0,16.2,13.7%,112,109,2.8,12498.0,13570.0,43.9,44.6,25.77,26.4,-2.4
05-01-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21474.0,21319.0,0.7,846,782,8.2,3347.0,3621.0,-7.6,15.6%,138,115,20.0,11007.0,9674.0,45.4,51.3,25.38,27.26,-6.9
05-01-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9386.0,8970.0,4.6,476,495,-3.8,2054.0,2058.0,-0.2,21.9%,80,93,-14.0,4131.0,3922.0,43.7,44.0,19.72,18.12,8.8
05-02-2025,"232 TACOMA MALL - TACOMA, WA",9922.0,11612.0,-14.5,426,424,0.5,1386.0,1349.0,2.8,14.0%,63,59,6.8,4940.0,5720.0,49.3,49.8,23.29,27.39,-15.0
05-02-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9963.0,9933.0,0.3,432,419,3.1,2317.0,2244.0,3.3,23.3%,85,110,-22.7,4946.0,4580.0,46.1,49.6,23.06,23.71,-2.7
05-02-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22318.0,24351.0,-8.3,948,1027,-7.7,5213.0,4944.0,5.4,23.4%,244,266,-8.3,9889.0,11384.0,46.7,44.3,23.54,23.71,-0.7
05-02-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24949.0,22999.0,8.5,888,946,-6.1,3815.0,3415.0,11.7,15.3%,137,144,-4.9,11873.0,10781.0,46.9,47.6,28.1,24.31,15.6
05-02-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12677.0,11926.0,6.3,592,578,2.4,2509.0,1969.0,27.4,19.8%,88,91,-3.3,5662.0,5170.0,43.3,44.7,21.41,20.63,3.8
05-03-2025,"232 TACOMA MALL - TACOMA, WA",10471.0,11781.0,-11.1,416,456,-8.8,1474.0,1325.0,11.2,14.1%,69,61,13.1,4941.0,5901.0,50.1,47.2,25.17,25.84,-2.6
05-03-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10147.0,10321.0,-1.7,443,454,-2.4,2417.0,2378.0,1.6,23.8%,87,84,3.6,4850.0,4564.0,44.2,47.8,22.9,22.73,0.7
05-03-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21046.0,21061.0,-0.1,838,877,-4.4,3701.0,3771.0,-1.9,17.6%,143,131,9.2,10170.0,10335.0,49.1,48.3,25.11,24.01,4.6
05-03-2025,"766 BRANDON TOWN CTR - BRANDON, FL",32782.0,31793.0,3.1,1144,1020,12.2,6354.0,6545.0,-2.9,19.4%,142,123,15.4,15423.0,15363.0,48.3,47.0,28.66,31.17,-8.1
05-03-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14170.0,14328.0,-1.1,616,505,22.0,2330.0,2619.0,-11.1,16.4%,72,73,-1.4,6445.0,6094.0,42.5,45.5,23.0,28.37,-18.9
05-04-2025,"232 TACOMA MALL - TACOMA, WA",15223.0,17145.0,-11.2,671,717,-6.4,2426.0,2538.0,-4.4,15.9%,111,122,-9.0,7911.0,7888.0,46.0,52.0,22.69,23.91,-5.1
05-04-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11484.0,11215.0,2.4,519,395,31.4,2406.0,2450.0,-1.8,21.0%,99,107,-7.5,5616.0,5463.0,48.7,48.9,22.13,28.39,-22.1
05-04-2025,"2795 STONEBRIAR MALL - FRISCO, TX",27469.0,29752.0,-7.7,1015,1012,0.3,5201.0,3933.0,32.2,18.9%,200,189,5.8,13239.0,14340.0,48.2,48.2,27.06,29.4,-7.9
05-04-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27155.0,26466.0,2.6,920,907,1.4,3923.0,4512.0,-13.1,14.4%,174,138,26.1,12753.0,12275.0,46.4,47.0,29.52,29.18,1.2
05-04-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14735.0,15531.0,-5.1,596,587,1.5,3348.0,3458.0,-3.2,22.7%,122,139,-12.2,6667.0,7385.0,47.6,45.2,24.72,26.46,-6.6
05-05-2025,"232 TACOMA MALL - TACOMA, WA",13299.0,13985.0,-4.9,561,541,3.7,2372.0,2680.0,-11.5,17.8%,108,93,16.1,6382.0,6604.0,47.2,48.0,23.71,25.85,-8.3
05-05-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10666.0,11214.0,-4.9,412,321,28.3,1998.0,1798.0,11.1,18.7%,62,82,-24.4,5016.0,5560.0,49.6,47.0,25.89,34.94,-25.9
05-05-2025,"2795 STONEBRIAR MALL - FRISCO, TX",17704.0,19200.0,-7.8,720,737,-2.3,3223.0,3476.0,-7.3,18.2%,149,137,8.8,8827.0,8471.0,44.1,49.9,24.59,26.05,-5.6
05-05-2025,"766 BRANDON TOWN CTR - BRANDON, FL",14917.0,13354.0,11.7,584,434,34.6,1687.0,1511.0,11.7,11.3%,35,33,6.1,7234.0,6231.0,46.7,48.5,25.54,30.77,-17.0
05-05-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12497.0,12096.0,3.3,573,576,-0.5,3080.0,2844.0,8.3,24.6%,134,137,-2.2,5430.0,5223.0,43.2,43.5,21.81,21.0,3.9
05-06-2025,"232 TACOMA MALL - TACOMA, WA",10268.0,10651.0,-3.6,410,401,2.2,1980.0,1994.0,-0.7,19.3%,68,63,7.9,4966.0,4925.0,46.2,48.4,25.04,26.56,-5.7
05-06-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",6477.0,6567.0,-1.4,286,303,-5.6,1406.0,1517.0,-7.4,21.7%,51,62,-17.7,3425.0,3028.0,46.1,52.9,22.65,21.67,4.5
05-06-2025,"2795 STONEBRIAR MALL - FRISCO, TX",11638.0,13199.0,-11.8,485,530,-8.5,2290.0,2473.0,-7.4,19.7%,94,83,13.3,5421.0,5799.0,43.9,46.6,24.0,24.9,-3.6
05-06-2025,"766 BRANDON TOWN CTR - BRANDON, FL",31262.0,28718.0,8.9,1103,956,15.4,3792.0,3223.0,17.7,12.1%,100,98,2.0,14534.0,13409.0,46.7,46.5,28.34,30.04,-5.6
05-06-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12416.0,12768.0,-2.8,539,572,-5.8,2830.0,2804.0,0.9,22.8%,101,114,-11.4,5398.0,5595.0,43.8,43.5,23.04,22.32,3.2
05-07-2025,"232 TACOMA MALL - TACOMA, WA",12970.0,13900.0,-6.7,565,606,-6.8,1629.0,1573.0,3.6,12.6%,73,66,10.6,6510.0,6946.0,50.0,50.2,22.96,22.94,0.1
05-07-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9753.0,10244.0,-4.8,436,449,-2.9,2275.0,2194.0,3.7,23.3%,81,84,-3.6,4535.0,4934.0,48.2,46.5,22.37,22.82,-2.0
05-07-2025,"2795 STONEBRIAR MALL - FRISCO, TX",10611.0,11926.0,-11.0,455,473,-3.8,1894.0,1694.0,11.8,17.8%,71,74,-4.1,4956.0,5477.0,45.9,46.7,23.32,25.21,-7.5
05-07-2025,"766 BRANDON TOWN CTR - BRANDON, FL",22979.0,21881.0,5.0,830,747,11.1,4762.0,5191.0,-8.3,20.7%,89,98,-9.2,10605.0,10181.0,46.5,46.2,27.69,29.29,-5.5
05-07-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9626.0,9846.0,-2.2,428,455,-5.9,2087.0,1831.0,14.0,21.7%,87,76,14.5,4183.0,4002.0,40.6,43.5,22.49,21.64,3.9
05-08-2025,"232 TACOMA MALL - TACOMA, WA",13729.0,13866.0,-1.0,572,603,-5.1,2679.0,2908.0,-7.9,19.5%,73,64,14.1,7087.0,6491.0,46.8,51.6,24.0,22.99,4.4
05-08-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11323.0,11196.0,1.1,418,378,10.6,2367.0,2618.0,-9.6,20.9%,110,90,22.2,5698.0,5695.0,50.9,50.3,27.09,29.62,-8.5
05-08-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19348.0,21318.0,-9.2,932,932,0.0,3285.0,2856.0,15.0,17.0%,175,173,1.2,8867.0,9961.0,46.7,45.8,20.76,22.87,-9.2
05-08-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24222.0,21273.0,13.9,801,692,15.8,2773.0,2777.0,-0.1,11.4%,97,120,-19.2,11624.0,10392.0,48.9,48.0,30.24,30.74,-1.6
05-08-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",5717.0,5521.0,3.6,310,321,-3.4,1384.0,1501.0,-7.8,24.2%,70,66,6.1,2622.0,2342.0,42.4,45.9,18.44,17.2,7.2
05-09-2025,"232 TACOMA MALL - TACOMA, WA",12135.0,11801.0,2.8,497,589,-15.6,2179.0,2047.0,6.4,18.0%,104,97,7.2,5737.0,5680.0,48.1,47.3,24.42,20.03,21.9
05-09-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9249.0,7921.0,16.8,409,449,-8.9,1845.0,1818.0,1.5,19.9%,77,82,-6.1,4472.0,3560.0,44.9,48.4,22.61,17.64,28.2
05-09-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19479.0,20049.0,-2.8,823,848,-2.9,4365.0,4258.0,2.5,22.4%,156,180,-13.3,9209.0,8440.0,42.1,47.3,23.67,23.64,0.1
05-09-2025,"766 BRANDON TOWN CTR - BRANDON, FL",16240.0,14899.0,9.0,652,533,22.3,1744.0,1566.0,11.3,10.7%,45,51,-11.8,7259.0,7264.0,48.8,44.7,24.91,27.95,-10.9
05-09-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9900.0,10434.0,-5.1,465,499,-6.8,1722.0,1830.0,-5.9,17.4%,56,51,9.8,4373.0,4622.0,44.3,44.2,21.29,20.91,1.8
05-10-2025,"232 TACOMA MALL - TACOMA, WA",12525.0,13838.0,-9.5,536,501,7.0,3020.0,2826.0,6.9,24.1%,85,80,6.2,5902.0,6575.0,47.5,47.1,23.37,27.62,-15.4
05-10-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7934.0,7736.0,2.6,331,301,10.0,1745.0,1687.0,3.4,22.0%,76,96,-20.8,3654.0,3714.0,48.0,46.1,23.97,25.7,-6.7
05-10-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20263.0,21077.0,-3.9,813,922,-11.8,2826.0,2989.0,-5.5,13.9%,69,73,-5.5,9022.0,9355.0,44.4,44.5,24.92,22.86,9.0
05-10-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25402.0,23770.0,6.9,887,858,3.4,3077.0,3568.0,-13.7,12.1%,92,90,2.2,12363.0,11851.0,49.9,48.7,28.64,27.7,3.4
05-10-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11758.0,11823.0,-0.6,569,599,-5.0,2198.0,2474.0,-11.2,18.7%,82,85,-3.5,4988.0,5086.0,43.0,42.4,20.66,19.74,4.7
05-11-2025,"232 TACOMA MALL - TACOMA, WA",8432.0,9329.0,-9.6,355,390,-9.0,1524.0,1378.0,10.6,18.1%,64,60,6.7,4419.0,4509.0,48.3,52.4,23.75,23.92,-0.7
05-11-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9536.0,9306.0,2.5,400,341,17.3,2009.0,1999.0,0.5,21.1%,63,65,-3.1,4796.0,4634.0,49.8,50.3,23.84,27.29,-12.6
05-11-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25153.0,28260.0,-11.0,972,1121,-13.3,4669.0,4819.0,-3.1,18.6%,120,142,-15.5,10894.0,13680.0,48.4,43.3,25.88,25.21,2.6
05-11-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29424.0,27086.0,8.6,1104,1070,3.2,5648.0,4704.0,20.1,19.2%,225,244,-7.8,13626.0,12285.0,45.4,46.3,26.65,25.31,5.3
05-11-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12112.0,13391.0,-9.5,552,612,-9.8,2569.0,2660.0,-3.4,21.2%,94,94,0.0,5276.0,6120.0,45.7,43.6,21.94,21.88,0.3
05-12-2025,"232 TACOMA MALL - TACOMA, WA",13379.0,15375.0,-13.0,595,623,-4.5,2377.0,1872.0,27.0,17.8%,57,61,-6.6,6752.0,7222.0,47.0,50.5,22.49,24.68,-8.9
05-12-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8550.0,8353.0,2.4,356,336,6.0,1775.0,1578.0,12.5,20.8%,63,60,5.0,3986.0,4075.0,48.8,46.6,24.02,24.86,-3.4
05-12-2025,"2795 STONEBRIAR MALL - FRISCO, TX",19671.0,20277.0,-3.0,871,936,-6.9,4124.0,4356.0,-5.3,21.0%,78,89,-12.4,8854.0,9009.0,44.4,45.0,22.58,21.66,4.2
05-12-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26946.0,26201.0,2.8,945,925,2.2,2389.0,2455.0,-2.7,8.9%,151,142,6.3,12189.0,13026.0,49.7,45.2,28.51,28.33,0.7
05-12-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",7287.0,7757.0,-6.1,323,318,1.6,1480.0,1595.0,-7.2,20.3%,54,54,0.0,3266.0,3270.0,42.2,44.8,22.56,24.39,-7.5
05-13-2025,"232 TACOMA MALL - TACOMA, WA",10967.0,10515.0,4.3,472,435,8.5,1745.0,1819.0,-4.1,15.9%,79,71,11.3,5360.0,5139.0,48.9,48.9,23.23,24.17,-3.9
05-13-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9865.0,9377.0,5.2,461,418,10.3,1555.0,1476.0,5.4,15.8%,100,86,16.3,4846.0,4707.0,50.2,49.1,21.4,22.43,-4.6
05-13-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20334.0,18793.0,8.2,774,816,-5.1,3416.0,3358.0,1.7,16.8%,91,100,-9.0,9245.0,7976.0,42.4,45.5,26.27,23.03,14.1
05-13-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30541.0,26947.0,13.3,1033,1033,0.0,5423.0,5005.0,8.4,17.8%,172,138,24.6,15042.0,12098.0,44.9,49.3,29.57,26.09,13.3
05-13-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9692.0,10461.0,-7.4,450,483,-6.8,2242.0,2006.0,11.7,23.1%,66,66,0.0,3822.0,4825.0,46.1,39.4,21.54,21.66,-0.6
05-14-2025,"232 TACOMA MALL - TACOMA, WA",12697.0,13215.0,-3.9,532,544,-2.2,2703.0,2597.0,4.1,21.3%,92,93,-1.1,6086.0,6357.0,48.1,47.9,23.87,24.29,-1.7
05-14-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7958.0,7864.0,1.2,328,271,21.0,1358.0,1479.0,-8.2,17.1%,50,46,8.7,3796.0,3976.0,50.6,47.7,24.26,29.02,-16.4
05-14-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20216.0,21548.0,-6.2,822,900,-8.7,4799.0,4833.0,-0.7,23.7%,176,194,-9.3,9724.0,9564.0,44.4,48.1,24.59,23.94,2.7
05-14-2025,"766 BRANDON TOWN CTR - BRANDON, FL",19062.0,19339.0,-1.4,703,624,12.7,2726.0,2526.0,7.9,14.3%,89,74,20.3,9339.0,10009.0,51.8,49.0,27.12,30.99,-12.5
05-14-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11044.0,11014.0,0.3,474,515,-8.0,1986.0,2445.0,-18.8,18.0%,81,72,12.5,4994.0,4597.0,41.7,45.2,23.3,21.39,8.9
05-15-2025,"232 TACOMA MALL - TACOMA, WA",10785.0,10775.0,0.1,416,460,-9.6,2278.0,2192.0,3.9,21.1%,81,78,3.8,5172.0,5300.0,49.2,48.0,25.92,23.42,10.7
05-15-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8927.0,8921.0,0.1,391,401,-2.5,1788.0,1753.0,2.0,20.0%,87,80,8.8,4579.0,4402.0,49.3,51.3,22.83,22.25,2.6
05-15-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20927.0,23913.0,-12.5,927,1019,-9.0,3561.0,4050.0,-12.1,17.0%,147,152,-3.3,9475.0,11112.0,46.5,45.3,22.58,23.47,-3.8
05-15-2025,"766 BRANDON TOWN CTR - BRANDON, FL",20029.0,18767.0,6.7,710,696,2.0,2812.0,2942.0,-4.4,14.0%,56,52,7.7,9317.0,9078.0,48.4,46.5,28.21,26.96,4.6
05-15-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8169.0,8298.0,-1.6,435,488,-10.9,1678.0,1551.0,8.2,20.5%,104,104,0.0,3315.0,3446.0,41.5,40.6,18.78,17.0,10.4
05-16-2025,"232 TACOMA MALL - TACOMA, WA",15045.0,14985.0,0.4,639,635,0.6,2729.0,2864.0,-4.7,18.1%,145,134,8.2,7448.0,6572.0,43.9,49.5,23.54,23.6,-0.2
05-16-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8467.0,7933.0,6.7,401,338,18.6,2104.0,1873.0,12.4,24.8%,97,109,-11.0,3870.0,4134.0,52.1,45.7,21.12,23.47,-10.0
05-16-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24950.0,26292.0,-5.1,1017,1242,-18.1,4168.0,4748.0,-12.2,16.7%,122,97,25.8,12587.0,11795.0,44.9,50.4,24.53,21.17,15.9
05-16-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21100.0,20325.0,3.8,752,747,0.7,2916.0,2915.0,0.0,13.8%,189,191,-1.0,9593.0,9243.0,45.5,45.5,28.06,27.21,3.1
05-16-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10692.0,11306.0,-5.4,458,465,-1.5,2457.0,2169.0,13.3,23.0%,110,102,7.8,4975.0,4934.0,43.6,46.5,23.34,24.31,-4.0
05-17-2025,"232 TACOMA MALL - TACOMA, WA",13678.0,14081.0,-2.9,595,556,7.0,2078.0,1870.0,11.1,15.2%,58,55,5.5,6180.0,6477.0,46.0,45.2,22.99,25.32,-9.2
05-17-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12018.0,11251.0,6.8,497,456,9.0,2205.0,2469.0,-10.7,18.4%,78,86,-9.3,5918.0,5514.0,49.0,49.2,24.18,24.67,-2.0
